split,period_id,jurisdiction,txt_crisis,txt_alert,txt_action,txt_len,txt_has_release,txt_risk_class
train,88NtGYTF,MN,3,0,10,84,1,ACTION
train,88NtGYTF,MO,3,1,5,73,1,ACTION
train,88NtGYTF,MS,0,0,0,0,0,UNKNOWN
train,88NtGYTF,MT,6,0,2,72,1,CRISIS
train,88NtGYTF,NC,0,0,0,0,0,UNKNOWN
train,88NtGYTF,ND,0,0,0,0,0,UNKNOWN
train,88NtGYTF,NE,0,0,0,0,0,UNKNOWN
train,88NtGYTF,NH,11,8,7,184,1,CRISIS
train,88NtGYTF,NJ,11,2,13,216,1,ACTION
train,88NtGYTF,NM,9,8,6,166,1,CRISIS
train,88NtGYTF,NV,6,7,3,97,1,ALERT
train,88NtGYTF,NY,3,0,10,87,1,ACTION
train,88NtGYTF,OH,3,1,4,67,1,ACTION
train,88NtGYTF,OK,7,7,11,164,1,ACTION
train,88NtGYTF,OR,8,1,23,218,1,ACTION
train,88NtGYTF,PA,3,1,4,70,1,ACTION
train,88NtGYTF,RI,8,7,12,184,1,ACTION
train,88NtGYTF,SC,3,0,10,87,1,ACTION
train,88NtGYTF,SD,10,1,5,142,1,CRISIS
train,88NtGYTF,TN,6,1,14,152,1,ACTION
train,88NtGYTF,TX,1,8,1,67,1,ALERT
train,88NtGYTF,UT,6,0,2,71,1,CRISIS
train,88NtGYTF,VA,0,0,0,0,0,UNKNOWN
train,88NtGYTF,VT,6,7,2,94,1,ALERT
train,88NtGYTF,WA,7,7,11,163,1,ACTION
train,88NtGYTF,WI,0,0,0,0,0,UNKNOWN
train,88NtGYTF,WV,0,0,0,0,0,UNKNOWN
train,88NtGYTF,WY,0,0,0,0,0,UNKNOWN
train,fizSTkFs,AK,0,0,0,0,0,UNKNOWN
train,fizSTkFs,AL,3,0,10,85,1,ACTION
train,fizSTkFs,AR,0,0,0,0,0,UNKNOWN
train,fizSTkFs,AZ,0,0,0,0,0,UNKNOWN
train,fizSTkFs,CA,0,0,0,0,0,UNKNOWN
train,fizSTkFs,CO,6,0,1,71,1,CRISIS
train,fizSTkFs,CT,4,0,3,82,1,CRISIS
train,fizSTkFs,DC,0,0,0,0,0,UNKNOWN
train,fizSTkFs,DE,2,0,9,68,1,ACTION
train,fizSTkFs,FL,9,0,7,128,1,CRISIS
train,fizSTkFs,GA,6,7,2,95,1,ALERT
train,fizSTkFs,HI,3,0,10,84,1,ACTION
train,fizSTkFs,IA,6,1,12,138,1,ACTION
train,fizSTkFs,ID,0,0,0,0,0,UNKNOWN
train,fizSTkFs,IL,4,8,10,152,1,ACTION
train,fizSTkFs,IN,9,3,14,213,1,ACTION
train,fizSTkFs,KS,0,0,0,0,0,UNKNOWN
train,fizSTkFs,KY,9,0,13,160,1,ACTION
train,fizSTkFs,LA,7,0,13,165,1,ACTION
train,fizSTkFs,MA,2,0,9,68,1,ACTION
train,fizSTkFs,MD,2,0,9,67,1,ACTION
train,fizSTkFs,ME,0,0,0,0,0,UNKNOWN
train,fizSTkFs,MI,0,0,0,0,0,UNKNOWN
train,fizSTkFs,MN,0,0,0,0,0,UNKNOWN
train,fizSTkFs,MO,3,2,3,70,1,CRISIS
train,fizSTkFs,MS,2,0,9,68,1,ACTION
train,fizSTkFs,MT,0,0,0,0,0,UNKNOWN
train,fizSTkFs,NC,9,7,10,165,1,ACTION
train,fizSTkFs,ND,0,0,0,0,0,UNKNOWN
train,fizSTkFs,NE,5,0,21,157,1,ACTION
train,fizSTkFs,NH,3,0,11,89,1,ACTION
train,fizSTkFs,NJ,6,2,12,155,1,ACTION
train,fizSTkFs,NM,3,0,10,86,1,ACTION
train,fizSTkFs,NV,4,0,4,84,1,CRISIS
train,fizSTkFs,NY,0,0,0,0,0,UNKNOWN
train,fizSTkFs,OH,3,0,6,60,1,ACTION
train,fizSTkFs,OK,3,0,6,61,1,ACTION
train,fizSTkFs,OR,6,0,1,68,1,CRISIS
train,fizSTkFs,PA,6,1,14,152,1,ACTION
train,fizSTkFs,RI,6,0,1,70,1,CRISIS
train,fizSTkFs,SC,5,0,15,133,1,ACTION
train,fizSTkFs,SD,7,0,13,170,1,ACTION
train,fizSTkFs,TN,4,1,4,70,1,CRISIS
train,fizSTkFs,TX,0,0,0,0,0,UNKNOWN
train,fizSTkFs,UT,12,8,19,258,1,ACTION
train,fizSTkFs,VA,9,8,6,163,1,CRISIS
train,fizSTkFs,VT,11,8,11,217,1,CRISIS
train,fizSTkFs,WA,3,0,10,85,1,ACTION
train,fizSTkFs,WI,0,0,0,0,0,UNKNOWN
train,fizSTkFs,WV,0,0,0,0,0,UNKNOWN
train,fizSTkFs,WY,3,8,9,133,1,ACTION
train,3CdEQbdr,AK,6,10,5,205,1,ALERT
train,3CdEQbdr,AL,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,AR,5,7,2,95,1,ALERT
train,3CdEQbdr,AZ,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,CA,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,CO,13,4,15,250,1,ACTION
train,3CdEQbdr,CT,4,0,3,82,1,CRISIS
train,3CdEQbdr,DC,6,7,2,97,1,ALERT
train,3CdEQbdr,DE,20,5,7,244,1,CRISIS
train,3CdEQbdr,FL,7,3,5,146,1,CRISIS
train,3CdEQbdr,GA,3,0,2,78,1,CRISIS
train,3CdEQbdr,HI,5,0,11,144,1,ACTION
train,3CdEQbdr,IA,4,0,8,106,1,ACTION
train,3CdEQbdr,ID,2,0,3,75,1,ACTION
train,3CdEQbdr,IL,7,1,6,150,1,CRISIS
train,3CdEQbdr,IN,4,0,6,100,1,ACTION
train,3CdEQbdr,KS,8,1,7,155,1,CRISIS
train,3CdEQbdr,KY,10,2,10,237,1,CRISIS
train,3CdEQbdr,LA,6,0,12,161,1,ACTION
train,3CdEQbdr,MA,3,0,2,78,1,CRISIS
train,3CdEQbdr,MD,6,0,1,68,1,CRISIS
train,3CdEQbdr,ME,3,0,7,63,1,ACTION
train,3CdEQbdr,MI,2,0,4,75,1,ACTION
train,3CdEQbdr,MN,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,MO,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,MS,5,8,3,149,1,ALERT
train,3CdEQbdr,MT,2,0,10,71,1,ACTION
train,3CdEQbdr,NC,8,0,18,248,1,ACTION
train,3CdEQbdr,ND,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,NE,6,0,2,71,1,CRISIS
train,3CdEQbdr,NH,9,4,4,99,1,CRISIS
train,3CdEQbdr,NJ,11,4,6,171,1,CRISIS
train,3CdEQbdr,NM,5,7,2,98,1,ALERT
train,3CdEQbdr,NV,5,7,3,97,1,ALERT
train,3CdEQbdr,NY,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,OH,9,1,10,225,1,ACTION
train,3CdEQbdr,OK,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,OR,3,0,2,77,1,CRISIS
train,3CdEQbdr,PA,2,0,3,72,1,ACTION
train,3CdEQbdr,RI,4,0,6,102,1,ACTION
train,3CdEQbdr,SC,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,SD,9,7,5,181,1,CRISIS
train,3CdEQbdr,TN,6,0,9,172,1,ACTION
train,3CdEQbdr,TX,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,UT,6,3,3,81,1,CRISIS
train,3CdEQbdr,VA,5,7,2,94,1,ALERT
train,3CdEQbdr,VT,0,0,0,0,0,UNKNOWN
train,3CdEQbdr,WA,2,0,3,73,1,ACTION
train,3CdEQbdr,WI,6,1,8,154,1,ACTION
train,3CdEQbdr,WV,5,7,2,101,1,ALERT
train,3CdEQbdr,WY,0,0,0,0,0,UNKNOWN
train,iIi2mgES,AK,0,0,0,0,0,UNKNOWN
train,iIi2mgES,AL,0,0,0,0,0,UNKNOWN
train,iIi2mgES,AR,0,0,0,0,0,UNKNOWN
train,iIi2mgES,AZ,2,0,4,73,1,ACTION
train,iIi2mgES,CA,4,1,3,80,1,CRISIS
train,iIi2mgES,CO,3,0,6,63,1,ACTION
train,iIi2mgES,CT,4,0,6,102,1,ACTION
train,iIi2mgES,DC,9,4,3,94,1,CRISIS
train,iIi2mgES,DE,7,7,11,164,1,ACTION
train,iIi2mgES,FL,0,0,0,0,0,UNKNOWN
train,iIi2mgES,GA,2,0,3,73,1,ACTION
train,iIi2mgES,HI,20,5,7,241,1,CRISIS
train,iIi2mgES,IA,0,0,0,0,0,UNKNOWN
train,iIi2mgES,ID,3,2,2,69,1,CRISIS
train,iIi2mgES,IL,7,7,5,169,1,CRISIS
train,iIi2mgES,IN,4,1,4,71,1,CRISIS
train,iIi2mgES,KS,3,0,10,86,1,ACTION
train,iIi2mgES,KY,3,0,11,88,1,ACTION
train,iIi2mgES,LA,2,0,9,67,1,ACTION
train,iIi2mgES,MA,8,0,4,142,1,CRISIS
train,iIi2mgES,MD,0,0,0,0,0,UNKNOWN
train,iIi2mgES,ME,3,0,7,63,1,ACTION
train,iIi2mgES,MI,0,0,0,0,0,UNKNOWN
train,iIi2mgES,MN,0,0,0,0,0,UNKNOWN
train,iIi2mgES,MO,4,1,4,82,1,CRISIS
train,iIi2mgES,MS,4,1,3,80,1,CRISIS
train,iIi2mgES,MT,11,1,6,155,1,CRISIS
train,iIi2mgES,NC,1,8,1,70,1,ALERT
train,iIi2mgES,ND,10,1,22,264,1,ACTION
train,iIi2mgES,NE,4,1,4,82,1,CRISIS
train,iIi2mgES,NH,3,0,11,89,1,ACTION
train,iIi2mgES,NJ,0,0,0,0,0,UNKNOWN
train,iIi2mgES,NM,0,0,0,0,0,UNKNOWN
train,iIi2mgES,NV,9,4,4,97,1,CRISIS
train,iIi2mgES,NY,12,4,13,184,1,ACTION
train,iIi2mgES,OH,12,7,3,163,1,CRISIS
train,iIi2mgES,OK,3,1,4,72,1,ACTION
train,iIi2mgES,OR,10,1,12,251,1,ACTION
train,iIi2mgES,PA,2,0,3,72,1,ACTION
train,iIi2mgES,RI,0,0,0,0,0,UNKNOWN
train,iIi2mgES,SC,6,7,2,98,1,ALERT
train,iIi2mgES,SD,0,0,0,0,0,UNKNOWN
train,iIi2mgES,TN,8,8,12,226,1,ACTION
train,iIi2mgES,TX,2,0,4,74,1,ACTION
train,iIi2mgES,UT,9,4,4,97,1,CRISIS
train,iIi2mgES,VA,6,0,1,68,1,CRISIS
train,iIi2mgES,VT,4,10,2,133,1,ALERT
train,iIi2mgES,WA,9,4,3,95,1,CRISIS
train,iIi2mgES,WI,12,4,15,180,1,ACTION
train,iIi2mgES,WV,2,0,3,77,1,ACTION
train,iIi2mgES,WY,19,12,8,267,1,CRISIS
train,i9aSkhZb,AK,6,3,2,78,1,CRISIS
train,i9aSkhZb,AL,12,9,7,245,1,CRISIS
train,i9aSkhZb,AR,8,7,12,180,1,ACTION
train,i9aSkhZb,AZ,2,0,10,68,1,ACTION
train,i9aSkhZb,CA,5,7,2,96,1,ALERT
train,i9aSkhZb,CO,4,0,3,84,1,CRISIS
train,i9aSkhZb,CT,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,DC,4,0,6,96,1,ACTION
train,i9aSkhZb,DE,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,FL,12,7,3,162,1,CRISIS
train,i9aSkhZb,GA,4,0,6,102,1,ACTION
train,i9aSkhZb,HI,8,0,9,181,1,ACTION
train,i9aSkhZb,IA,6,0,2,71,1,CRISIS
train,i9aSkhZb,ID,7,0,12,166,1,ACTION
train,i9aSkhZb,IL,4,0,6,102,1,ACTION
train,i9aSkhZb,IN,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,KS,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,KY,16,5,17,281,1,ACTION
train,i9aSkhZb,LA,4,0,3,81,1,CRISIS
train,i9aSkhZb,MA,10,0,4,151,1,CRISIS
train,i9aSkhZb,MD,5,7,2,94,1,ALERT
train,i9aSkhZb,ME,6,7,3,97,1,ALERT
train,i9aSkhZb,MI,13,1,18,232,1,ACTION
train,i9aSkhZb,MN,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,MO,3,2,3,70,1,CRISIS
train,i9aSkhZb,MS,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,MT,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,NC,2,0,4,77,1,ACTION
train,i9aSkhZb,ND,4,0,8,108,1,ACTION
train,i9aSkhZb,NE,11,4,14,167,1,ACTION
train,i9aSkhZb,NH,4,1,4,84,1,CRISIS
train,i9aSkhZb,NJ,2,0,3,74,1,ACTION
train,i9aSkhZb,NM,8,1,9,183,1,ACTION
train,i9aSkhZb,NV,12,4,15,184,1,ACTION
train,i9aSkhZb,NY,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,OH,19,12,9,258,1,CRISIS
train,i9aSkhZb,OK,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,OR,4,1,4,70,1,CRISIS
train,i9aSkhZb,PA,9,3,12,162,1,ACTION
train,i9aSkhZb,RI,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,SC,5,7,2,98,1,ALERT
train,i9aSkhZb,SD,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,TN,4,0,3,81,1,CRISIS
train,i9aSkhZb,TX,4,0,4,83,1,CRISIS
train,i9aSkhZb,UT,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,VA,0,0,0,0,0,UNKNOWN
train,i9aSkhZb,VT,7,2,7,147,1,CRISIS
train,i9aSkhZb,WA,14,5,9,230,1,CRISIS
train,i9aSkhZb,WI,4,0,8,102,1,ACTION
train,i9aSkhZb,WV,6,1,14,163,1,ACTION
train,i9aSkhZb,WY,7,7,11,161,1,ACTION
train,68B5zQl0,AK,2,0,3,72,1,ACTION
train,68B5zQl0,AL,5,7,2,95,1,ALERT
train,68B5zQl0,AR,3,0,6,60,1,ACTION
train,68B5zQl0,AZ,0,0,0,0,0,UNKNOWN
train,68B5zQl0,CA,6,7,2,95,1,ALERT
train,68B5zQl0,CO,0,0,0,0,0,UNKNOWN
train,68B5zQl0,CT,0,0,0,0,0,UNKNOWN
train,68B5zQl0,DC,2,0,3,72,1,ACTION
train,68B5zQl0,DE,3,2,2,68,1,CRISIS
train,68B5zQl0,FL,0,0,0,0,0,UNKNOWN
train,68B5zQl0,GA,21,11,6,260,1,CRISIS
train,68B5zQl0,HI,0,0,0,0,0,UNKNOWN
train,68B5zQl0,IA,5,1,15,143,1,ACTION
train,68B5zQl0,ID,0,0,0,0,0,UNKNOWN
train,68B5zQl0,IL,0,0,0,0,0,UNKNOWN
train,68B5zQl0,IN,12,4,13,178,1,ACTION
train,68B5zQl0,KS,0,0,0,0,0,UNKNOWN
train,68B5zQl0,KY,4,0,8,108,1,ACTION
train,68B5zQl0,LA,7,1,9,139,1,ACTION
train,68B5zQl0,MA,0,0,0,0,0,UNKNOWN
train,68B5zQl0,MD,2,0,9,67,1,ACTION
train,68B5zQl0,ME,3,0,11,87,1,ACTION
train,68B5zQl0,MI,2,0,10,70,1,ACTION
train,68B5zQl0,MN,7,1,13,163,1,ACTION
train,68B5zQl0,MO,3,0,7,63,1,ACTION
train,68B5zQl0,MS,8,7,5,168,1,CRISIS
train,68B5zQl0,MT,0,0,0,0,0,UNKNOWN
train,68B5zQl0,NC,3,2,3,72,1,CRISIS
train,68B5zQl0,ND,0,0,0,0,0,UNKNOWN
train,68B5zQl0,NE,10,8,7,179,1,CRISIS
train,68B5zQl0,NH,12,5,9,173,1,CRISIS
train,68B5zQl0,NJ,4,1,3,81,1,CRISIS
train,68B5zQl0,NM,8,7,8,160,1,CRISIS
train,68B5zQl0,NV,4,1,4,82,1,CRISIS
train,68B5zQl0,NY,9,4,3,97,1,CRISIS
train,68B5zQl0,OH,0,0,0,0,0,UNKNOWN
train,68B5zQl0,OK,10,1,5,141,1,CRISIS
train,68B5zQl0,OR,7,7,5,167,1,CRISIS
train,68B5zQl0,PA,3,0,10,84,1,ACTION
train,68B5zQl0,RI,0,0,0,0,0,UNKNOWN
train,68B5zQl0,SC,3,0,10,87,1,ACTION
train,68B5zQl0,SD,0,0,0,0,0,UNKNOWN
train,68B5zQl0,TN,3,0,6,60,1,ACTION
train,68B5zQl0,TX,6,1,14,150,1,ACTION
train,68B5zQl0,UT,6,1,8,161,1,ACTION
train,68B5zQl0,VA,10,8,5,174,1,CRISIS
train,68B5zQl0,VT,0,0,0,0,0,UNKNOWN
train,68B5zQl0,WA,12,4,9,156,1,CRISIS
train,68B5zQl0,WI,2,0,10,68,1,ACTION
train,68B5zQl0,WV,3,8,3,148,1,ALERT
train,68B5zQl0,WY,9,1,18,206,1,ACTION
train,BhtGJhRU,AK,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,AL,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,AR,10,4,5,157,1,CRISIS
train,BhtGJhRU,AZ,14,1,17,234,1,ACTION
train,BhtGJhRU,CA,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,CO,8,8,1,139,1,CRISIS
train,BhtGJhRU,CT,4,0,6,102,1,ACTION
train,BhtGJhRU,DC,3,0,10,84,1,ACTION
train,BhtGJhRU,DE,4,1,3,80,1,CRISIS
train,BhtGJhRU,FL,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,GA,6,0,1,69,1,CRISIS
train,BhtGJhRU,HI,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,IA,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,ID,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,IL,5,7,2,95,1,ALERT
train,BhtGJhRU,IN,7,0,16,184,1,ACTION
train,BhtGJhRU,KS,6,0,1,70,1,CRISIS
train,BhtGJhRU,KY,5,7,3,99,1,ALERT
train,BhtGJhRU,LA,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,MA,5,7,2,96,1,ALERT
train,BhtGJhRU,MD,12,4,13,178,1,ACTION
train,BhtGJhRU,ME,7,0,15,169,1,ACTION
train,BhtGJhRU,MI,11,10,6,178,1,CRISIS
train,BhtGJhRU,MN,9,7,8,195,1,CRISIS
train,BhtGJhRU,MO,6,3,3,81,1,CRISIS
train,BhtGJhRU,MS,10,7,8,197,1,CRISIS
train,BhtGJhRU,MT,4,1,4,83,1,CRISIS
train,BhtGJhRU,NC,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,ND,7,0,11,152,1,ACTION
train,BhtGJhRU,NE,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,NH,9,4,4,99,1,CRISIS
train,BhtGJhRU,NJ,10,1,9,240,1,CRISIS
train,BhtGJhRU,NM,6,1,10,132,1,ACTION
train,BhtGJhRU,NV,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,NY,5,7,2,100,1,ALERT
train,BhtGJhRU,OH,11,8,5,173,1,CRISIS
train,BhtGJhRU,OK,4,0,3,82,1,CRISIS
train,BhtGJhRU,OR,3,2,2,67,1,CRISIS
train,BhtGJhRU,PA,10,7,8,194,1,CRISIS
train,BhtGJhRU,RI,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,SC,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,SD,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,TN,6,0,1,68,1,CRISIS
train,BhtGJhRU,TX,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,UT,8,15,4,167,1,ALERT
train,BhtGJhRU,VA,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,VT,9,4,3,94,1,CRISIS
train,BhtGJhRU,WA,0,0,0,0,0,UNKNOWN
train,BhtGJhRU,WI,14,4,19,254,1,ACTION
train,BhtGJhRU,WV,3,1,4,75,1,ACTION
train,BhtGJhRU,WY,16,4,7,217,1,CRISIS
train,0Un18Xny,AK,15,7,5,172,1,CRISIS
train,0Un18Xny,AL,18,12,9,263,1,CRISIS
train,0Un18Xny,AR,11,0,19,265,1,ACTION
train,0Un18Xny,AZ,4,0,8,102,1,ACTION
train,0Un18Xny,CA,6,3,2,79,1,CRISIS
train,0Un18Xny,CO,0,0,0,0,0,UNKNOWN
train,0Un18Xny,CT,4,0,3,82,1,CRISIS
train,0Un18Xny,DC,0,0,0,0,0,UNKNOWN
train,0Un18Xny,DE,11,5,7,220,1,CRISIS
train,0Un18Xny,FL,2,0,3,72,1,ACTION
train,0Un18Xny,GA,2,0,3,73,1,ACTION
train,0Un18Xny,HI,3,1,4,70,1,ACTION
train,0Un18Xny,IA,2,0,4,77,1,ACTION
train,0Un18Xny,ID,4,0,6,104,1,ACTION
train,0Un18Xny,IL,13,16,5,242,1,ALERT
train,0Un18Xny,IN,0,0,0,0,0,UNKNOWN
train,0Un18Xny,KS,6,3,2,80,1,CRISIS
train,0Un18Xny,KY,9,1,19,248,1,ACTION
train,0Un18Xny,LA,0,0,0,0,0,UNKNOWN
train,0Un18Xny,MA,9,3,12,164,1,ACTION
train,0Un18Xny,MD,2,0,3,72,1,ACTION
train,0Un18Xny,ME,2,0,10,70,1,ACTION
train,0Un18Xny,MI,0,0,0,0,0,UNKNOWN
train,0Un18Xny,MN,4,0,6,100,1,ACTION
train,0Un18Xny,MO,3,1,5,70,1,ACTION
train,0Un18Xny,MS,0,0,0,0,0,UNKNOWN
train,0Un18Xny,MT,6,8,22,228,1,ACTION
train,0Un18Xny,NC,3,0,11,89,1,ACTION
train,0Un18Xny,ND,0,0,0,0,0,UNKNOWN
train,0Un18Xny,NE,0,0,0,0,0,UNKNOWN
train,0Un18Xny,NH,0,0,0,0,0,UNKNOWN
train,0Un18Xny,NJ,4,1,3,81,1,CRISIS
train,0Un18Xny,NM,8,7,5,172,1,CRISIS
train,0Un18Xny,NV,4,1,5,72,1,ACTION
train,0Un18Xny,NY,6,0,15,174,1,ACTION
train,0Un18Xny,OH,2,0,9,67,1,ACTION
train,0Un18Xny,OK,8,0,19,220,1,ACTION
train,0Un18Xny,OR,0,0,0,0,0,UNKNOWN
train,0Un18Xny,PA,4,0,12,139,1,ACTION
train,0Un18Xny,RI,0,0,0,0,0,UNKNOWN
train,0Un18Xny,SC,19,11,11,299,1,CRISIS
train,0Un18Xny,SD,3,0,10,86,1,ACTION
train,0Un18Xny,TN,6,2,12,151,1,ACTION
train,0Un18Xny,TX,6,0,2,70,1,CRISIS
train,0Un18Xny,UT,0,0,0,0,0,UNKNOWN
train,0Un18Xny,VA,7,2,7,146,1,CRISIS
train,0Un18Xny,VT,2,0,3,73,1,ACTION
train,0Un18Xny,WA,10,3,5,161,1,CRISIS
train,0Un18Xny,WI,4,0,8,102,1,ACTION
train,0Un18Xny,WV,3,2,2,72,1,CRISIS
train,0Un18Xny,WY,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,AK,6,0,1,68,1,CRISIS
train,kmxcVN2e,AL,16,9,16,269,1,CRISIS
train,kmxcVN2e,AR,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,AZ,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,CA,10,2,14,174,1,ACTION
train,kmxcVN2e,CO,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,CT,3,0,10,85,1,ACTION
train,kmxcVN2e,DC,10,2,6,162,1,CRISIS
train,kmxcVN2e,DE,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,FL,8,15,2,159,1,ALERT
train,kmxcVN2e,GA,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,HI,7,2,4,87,1,CRISIS
train,kmxcVN2e,IA,7,2,6,93,1,CRISIS
train,kmxcVN2e,ID,15,3,9,251,1,CRISIS
train,kmxcVN2e,IL,3,0,6,61,1,ACTION
train,kmxcVN2e,IN,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,KS,10,3,8,160,1,CRISIS
train,kmxcVN2e,KY,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,LA,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,MA,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,MD,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,ME,14,2,8,164,1,CRISIS
train,kmxcVN2e,MI,10,2,9,173,1,CRISIS
train,kmxcVN2e,MN,7,2,4,87,1,CRISIS
train,kmxcVN2e,MO,3,1,5,72,1,ACTION
train,kmxcVN2e,MS,5,7,2,96,1,ALERT
train,kmxcVN2e,MT,2,0,10,71,1,ACTION
train,kmxcVN2e,NC,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,ND,8,9,6,172,1,ALERT
train,kmxcVN2e,NE,7,2,6,93,1,CRISIS
train,kmxcVN2e,NH,7,2,6,96,1,CRISIS
train,kmxcVN2e,NJ,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,NM,4,0,3,84,1,CRISIS
train,kmxcVN2e,NV,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,NY,3,0,6,63,1,ACTION
train,kmxcVN2e,OH,3,0,2,77,1,CRISIS
train,kmxcVN2e,OK,3,0,2,78,1,CRISIS
train,kmxcVN2e,OR,3,2,2,67,1,CRISIS
train,kmxcVN2e,PA,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,RI,6,7,2,97,1,ALERT
train,kmxcVN2e,SC,5,0,19,157,1,ACTION
train,kmxcVN2e,SD,6,0,8,141,1,ACTION
train,kmxcVN2e,TN,7,2,4,87,1,CRISIS
train,kmxcVN2e,TX,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,UT,2,0,10,70,1,ACTION
train,kmxcVN2e,VA,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,VT,4,1,3,79,1,CRISIS
train,kmxcVN2e,WA,10,2,14,174,1,ACTION
train,kmxcVN2e,WI,3,0,11,85,1,ACTION
train,kmxcVN2e,WV,0,0,0,0,0,UNKNOWN
train,kmxcVN2e,WY,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,AK,9,0,11,152,1,ACTION
train,j1dZWmlF,AL,4,0,3,82,1,CRISIS
train,j1dZWmlF,AR,3,0,6,60,1,ACTION
train,j1dZWmlF,AZ,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,CA,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,CO,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,CT,4,1,3,80,1,CRISIS
train,j1dZWmlF,DC,8,0,10,135,1,ACTION
train,j1dZWmlF,DE,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,FL,4,1,3,79,1,CRISIS
train,j1dZWmlF,GA,2,0,9,68,1,ACTION
train,j1dZWmlF,HI,4,1,3,79,1,CRISIS
train,j1dZWmlF,IA,5,7,3,97,1,ALERT
train,j1dZWmlF,ID,2,0,9,69,1,ACTION
train,j1dZWmlF,IL,3,0,10,85,1,ACTION
train,j1dZWmlF,IN,8,2,7,149,1,CRISIS
train,j1dZWmlF,KS,15,8,8,261,1,CRISIS
train,j1dZWmlF,KY,3,1,5,74,1,ACTION
train,j1dZWmlF,LA,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,MA,3,1,4,68,1,ACTION
train,j1dZWmlF,MD,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,ME,10,8,7,180,1,CRISIS
train,j1dZWmlF,MI,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,MN,7,7,11,161,1,ACTION
train,j1dZWmlF,MO,4,1,4,82,1,CRISIS
train,j1dZWmlF,MS,1,8,0,67,1,ALERT
train,j1dZWmlF,MT,5,2,13,142,1,ACTION
train,j1dZWmlF,NC,4,1,5,73,1,ACTION
train,j1dZWmlF,ND,0,0,0,0,0,UNKNOWN
train,j1dZWmlF,NE,3,0,11,87,1,ACTION
train,j1dZWmlF,NH,6,0,2,73,1,CRISIS
train,j1dZWmlF,NJ,4,1,3,81,1,CRISIS
train,j1dZWmlF,NM,8,7,12,183,1,ACTION
train,j1dZWmlF,NV,3,0,11,87,1,ACTION
